,pnl,delta_pnl,gamma_pnl,vega_pnl,theta_pnl,res_pnl,pnl,sprd_pnl,delta_pnl,roll_pnl,gamma_pnl,vega_pnl,theta_pnl,res_pnl,fut,opt,instr
Total,2.0521215275252658,1.624924427592351,3.7236586299322374,6.884714047232638,-8.650890549587235,-1.5302850276447053,0,0,0,0,0,0,0,0,0,0,ojo
