,pnl,delta_pnl,gamma_pnl,vega_pnl,theta_pnl,res_pnl,pnl,sprd_pnl,delta_pnl,roll_pnl,gamma_pnl,vega_pnl,theta_pnl,res_pnl,fut,opt,instr
Total,47.527845402408275,38.097932492133395,-4.727191970258503,8.503721443786972,5.534046586239024,0.11933685050736598,-0.28239233175632483,-4.560473863421195,2.334122257442985,2.2366835948427832,0.062038735821061536,-0.4110492418815094,0.056671303898615494,-0.0003851184590647587,0,8,oko
