,pnl,delta_pnl,gamma_pnl,vega_pnl,theta_pnl,res_pnl,pnl,sprd_pnl,delta_pnl,roll_pnl,gamma_pnl,vega_pnl,theta_pnl,res_pnl,fut,opt,instr
Total,0,0,0,0,0,0,12.825074097293331,2.6494243974258755,14.634973488355463,-4.3044039671634,-0.44930185260333394,-0.013963334166973798,0.5125559940510344,-0.20421062860533296,0,1,cco
