,pnl,delta_pnl,gamma_pnl,vega_pnl,theta_pnl,res_pnl,pnl,sprd_pnl,delta_pnl,roll_pnl,gamma_pnl,vega_pnl,theta_pnl,res_pnl,fut,opt,instr
Total,-0.9307155390843533,-19.89234684971221,-7.734411863438233,7.3113531932777756,12.905859849508916,6.478830131279357,-1.8884581450092772,11.250900003836088,-12.449543144385935,0.6491777741521207,-0.018928617126045294,-0.4976357623886492,-0.9946652571192289,0.17223685802237254,1,2,oao
